app_id,name,original_price_usd,current_price_usd,is_free,owners_proxy,total_reviews,review_ratio,days_since_release,main_genre,release_date
221040,Resident Evil 6,19.99,19.99,0,3500000,58310,0.7834505230663694,4642.0,Action,"Mar 21, 2013"
50130,Mafia II (Classic),29.99,29.99,0,3500000,56667,0.940688584184799,5372.0,Action,"Mar 22, 2011"
108710,Alan Wake,14.99,14.99,0,3500000,53838,0.902002303205914,5041.0,Action,"Feb 16, 2012"
6060,"STAR WARS™ Battlefront II (Classic, 2005)",9.99,9.99,0,3500000,53651,0.9460028704031612,5994.0,Action,"Jul 8, 2009"
10090,Call of Duty: World at War,19.99,19.99,0,3500000,51654,0.9239361908080691,6226.0,Action,"Nov 18, 2008"
202970,Call of Duty®: Black Ops II,59.99,59.99,0,3500000,48049,0.8624112884763471,4771.0,Action,"Nov 12, 2012"
221910,The Stanley Parable,14.99,14.99,0,3500000,45219,0.9246113359428558,4432.0,Adventure,"Oct 17, 2013"
42700,Call of Duty®: Black Ops,39.99,39.99,0,3500000,41430,0.9092686459087618,5505.0,Action,"Nov 9, 2010"
12200,Bully: Scholarship Edition,14.99,14.99,0,3500000,38561,0.8444542413319157,6254.0,Action,"Oct 21, 2008"
17410,Mirror's Edge™,19.99,19.99,0,3500000,38259,0.876551922423482,6169.0,Action,"Jan 14, 2009"
40800,Super Meat Boy,14.99,14.99,0,3500000,36227,0.945013387804676,5484.0,Indie,"Nov 30, 2010"
110800,L.A. Noire,19.99,19.99,0,3500000,35043,0.8582027794423993,5141.0,Adventure,"Nov 8, 2011"
57300,Amnesia: The Dark Descent,19.99,19.99,0,3500000,34794,0.9458527332298672,5567.0,Action,"Sep 8, 2010"
47890,The Sims™ 3,19.99,19.99,0,3500000,33527,0.8651534584066574,5426.0,Simulation,"Jan 27, 2011"
42910,Magicka,9.99,9.99,0,3500000,31656,0.8574045994440233,5428.0,Action,"Jan 25, 2011"
55150,"Warhammer 40,000: Space Marine - Anniversary Edition",39.99,9.99,0,3500000,31640,0.9173514538558787,5205.0,Action,"Sep 5, 2011"
7670,BioShock™,19.99,4.99,0,3500000,31435,0.9399713694926037,6681.0,Action,"Aug 21, 2007"
17470,Dead Space (2008),19.99,19.99,0,3500000,28200,0.9182624113475177,6174.0,Action,"Jan 9, 2009"
41070,Serious Sam 3: BFE,29.99,29.99,0,3500000,28049,0.8835252593675353,5127.0,Action,"Nov 22, 2011"
50,Half-Life: Opposing Force,4.99,4.99,0,3500000,26740,0.9529917726252805,9531.0,Action,"Nov 1, 1999"
300,Day of Defeat: Source,9.99,9.99,0,3500000,23054,0.917107660275874,5625.0,Action,"Jul 12, 2010"
9480,Saints Row 2,9.99,9.99,0,3500000,20978,0.7563161407188483,6176.0,Action,"Jan 7, 2009"
6860,Hitman: Blood Money,9.99,0.99,0,3500000,14896,0.9411922663802363,6840.0,Action,"Mar 15, 2007"
210770,Sanctum 2,14.99,14.99,0,3500000,14313,0.8998113603018235,4587.0,Action,"May 15, 2013"
15620,"Warhammer 40,000: Dawn of War II - Anniversary Edition",49.99,9.99,0,3500000,13286,0.8806262230919765,6134.0,Strategy,"Feb 18, 2009"
55100,Homefront,19.99,19.99,0,3500000,12980,0.6129429892141757,5380.0,Action,"Mar 14, 2011"
13520,Far Cry®,9.99,2.99,0,3500000,10856,0.8196389093588798,6457.0,Action,"Apr 1, 2008"
4560,Company of Heroes - Legacy Edition,36.99,7.39,0,3500000,7106,0.9342808893892485,6716.0,Action,"Jul 17, 2007"
252130,Divide By Sheep,4.99,4.99,0,3500000,2639,0.9079196665403562,3809.0,Adventure,"Jul 2, 2015"
113200,The Binding of Isaac,4.99,4.99,0,1500000,61335,0.9481535827830766,5182.0,Action,"Sep 28, 2011"
250320,The Wolf Among Us,14.99,14.99,0,1500000,37454,0.9787739627276125,4438.0,Action,"Oct 11, 2013"
10500,Total War: EMPIRE – Definitive Edition,24.99,6.24,0,1500000,36650,0.9071214188267395,6120.0,Strategy,"Mar 4, 2009"
4700,Total War: MEDIEVAL II – Definitive Edition,24.99,6.24,0,1500000,34618,0.9568432607314113,6960.0,Strategy,"Nov 15, 2006"
220440,DmC: Devil May Cry,29.99,29.99,0,1500000,30919,0.9322099679808532,4698.0,Action,"Jan 24, 2013"
47810,Dragon Age: Origins - Ultimate Edition,29.99,29.99,0,1500000,29482,0.8618139881961875,5519.0,RPG,"Oct 26, 2010"
249130,LEGO® Marvel™ Super Heroes,19.99,3.99,0,1500000,28106,0.9548850779193054,4427.0,Action,"Oct 22, 2013"
47780,Dead Space™ 2,19.99,19.99,0,1500000,27171,0.9402671966434801,5428.0,Action,"Jan 25, 2011"
2280,DOOM + DOOM II,9.99,9.99,0,1500000,26751,0.9653470898284177,6699.0,Action,"Aug 3, 2007"
213610,Sonic Adventure 2,9.99,9.99,0,1500000,26701,0.8917643533950039,4764.0,Action,"Nov 19, 2012"
19680,Alice: Madness Returns,9.99,9.99,0,1500000,26590,0.9044001504324934,5285.0,Action,"Jun 17, 2011"
247080,Crypt of the NecroDancer,14.99,14.99,0,1500000,26023,0.9551550551435268,3879.0,Action,"Apr 23, 2015"
221640,Super Hexagon,2.99,2.99,0,1500000,24838,0.9685965053546984,4756.0,Action,"Nov 27, 2012"
48190,Assassin’s Creed® Brotherhood,19.99,19.99,0,1500000,24587,0.8848985236100378,5372.0,Action,"Mar 22, 2011"
15100,Assassin's Creed™: Director's Cut Edition,19.99,19.99,0,1500000,23038,0.8108342738084903,6449.0,Action,"Apr 9, 2008"
16900,GROUND BRANCH,29.99,29.99,0,1500000,22634,0.8892816117345587,2670.0,Action,"Aug 14, 2018"
10680,Aliens vs. Predator™,14.99,14.99,0,1500000,20632,0.9128053509112058,5771.0,Action,"Feb 16, 2010"
40970,Stronghold Crusader HD (2012),9.99,9.99,0,1500000,20429,0.9760144892065201,4428.0,Simulation,"Oct 21, 2013"
42960,Victoria II,19.99,19.99,0,1500000,19753,0.9217840328051435,5576.0,Strategy,"Aug 30, 2010"
210970,The Witness,39.99,39.99,0,1500000,19753,0.8463018275704957,3601.0,Adventure,"Jan 26, 2016"
130,Half-Life: Blue Shift,4.99,4.99,0,1500000,19669,0.925110580100666,8953.0,Action,"Jun 1, 2001"
251060,Wargame: Red Dragon,29.99,29.99,0,1500000,19489,0.8850633690799938,4250.0,Indie,"Apr 17, 2014"
40700,Machinarium,19.99,19.99,0,1500000,18543,0.9528123820309551,5894.0,Adventure,"Oct 16, 2009"
3830,Psychonauts,9.99,9.99,0,1500000,18447,0.950181601344392,6995.0,Action,"Oct 11, 2006"
19900,Far Cry® 2,9.99,2.99,0,1500000,17565,0.7620836891545687,6253.0,Action,"Oct 22, 2008"
219890,Antichamber,19.99,19.99,0,1500000,17368,0.9510018424689083,4691.0,Adventure,"Jan 31, 2013"
250400,How to Survive,14.99,14.99,0,1500000,17073,0.8266854097112399,4116.0,Action,"Aug 29, 2014"
17460,Mass Effect (2007),29.99,29.99,0,1500000,16502,0.93643194764271,6195.0,Action,"Dec 19, 2008"
6000,STAR WARS™ Republic Commando™,9.99,9.99,0,1500000,16444,0.9567623449282413,5994.0,Action,"Jul 8, 2009"
222480,Resident Evil Revelations,19.99,19.99,0,1500000,16074,0.8093193977852432,4582.0,Action,"May 20, 2013"
224760,FEZ,9.99,9.99,0,1500000,15866,0.9267616286398588,4601.0,Indie,"May 1, 2013"
40990,Mafia,14.99,4.94,0,1500000,15751,0.8746746238334074,8500.0,Action,"Aug 28, 2002"
12140,Max Payne,9.99,9.99,0,1500000,15076,0.8896922260546564,5447.0,Action,"Jan 6, 2011"
6910,Deus Ex: Game of the Year Edition,6.99,6.99,0,1500000,15036,0.9478584729981379,6826.0,Action,"Mar 29, 2007"
2310,Quake,9.99,9.99,0,1500000,14907,0.9654524719930234,6699.0,Action,"Aug 3, 2007"
214510,LEGO® The Lord of the Rings™,19.99,3.99,0,1500000,14891,0.9018870458666308,4756.0,Action,"Nov 27, 2012"
249050,Dungeon of the ENDLESS™,11.99,2.99,0,1500000,13874,0.8536831483350151,4057.0,Adventure,"Oct 27, 2014"
252530,OMSI 2: Steam Edition,29.99,29.99,0,1500000,13842,0.8552954775321485,4377.0,Casual,"Dec 11, 2013"
9420,Supreme Commander: Forged Alliance,12.99,12.99,0,1500000,13806,0.9682746631899174,5182.0,Strategy,"Sep 28, 2011"
48720,Mount & Blade: With Fire & Sword,9.99,2.49,0,1500000,13762,0.880177299811074,5330.0,Action,"May 3, 2011"
4920,Natural Selection 2,4.99,4.99,0,1500000,13240,0.8506797583081571,4784.0,Action,"Oct 30, 2012"
10150,Prototype™,19.99,19.99,0,1500000,13164,0.7985414767547858,6022.0,Action,"Jun 10, 2009"
57690,Tropico 4,14.99,14.99,0,1500000,12546,0.9175832934799937,5209.0,Simulation,"Sep 1, 2011"
214340,Deponia,9.99,0.99,0,1500000,12314,0.8705538411564073,4869.0,Adventure,"Aug 6, 2012"
218680,Scribblenauts Unlimited,19.99,1.99,0,1500000,12039,0.9396129246615167,4764.0,Adventure,"Nov 19, 2012"
4570,"Warhammer 40,000: Dawn of War - Anniversary Edition",14.99,9.89,0,1500000,11588,0.9469278564031757,6695.0,Strategy,"Aug 7, 2007"
57900,Duke Nukem Forever,19.99,19.99,0,1500000,11280,0.6908687943262412,5289.0,Action,"Jun 13, 2011"
2100,Dark Messiah of Might & Magic,9.99,9.99,0,1500000,11171,0.9104824993286188,6981.0,Action,"Oct 25, 2006"
12900,AudioSurf,9.99,9.99,0,1500000,10997,0.9568973356369919,6503.0,Indie,"Feb 15, 2008"
47790,Medal of Honor™,19.99,19.99,0,1500000,10437,0.762096387850915,5533.0,Action,"Oct 12, 2010"
217200,Worms Armageddon,14.99,14.99,0,1500000,10428,0.943325661680092,4644.0,Strategy,"Mar 19, 2013"
215530,The Incredible Adventures of Van Helsing,14.99,14.99,0,1500000,10146,0.8285038438793614,4580.0,Action,"May 22, 2013"
2320,Quake II,9.99,9.99,0,1500000,9697,0.9533876456636073,6699.0,Action,"Aug 3, 2007"
20,Team Fortress Classic,4.99,4.99,0,1500000,8919,0.8717344993833389,9745.0,Action,"Apr 1, 1999"
250180,METAL SLUG 3,7.99,7.99,0,1500000,8803,0.8967397478132455,4312.0,Action,"Feb 14, 2014"
41000,Serious Sam HD: The First Encounter,14.99,14.99,0,1500000,8509,0.9331296274532848,5855.0,Action,"Nov 24, 2009"
3910,Sid Meier's Civilization® III Complete,4.99,4.99,0,1500000,7447,0.894722707130388,6981.0,Strategy,"Oct 25, 2006"
41500,Torchlight,14.99,14.99,0,1500000,7120,0.9078651685393259,5883.0,RPG,"Oct 27, 2009"
253980,Enclave,9.99,9.99,0,1500000,6465,0.7938128383604022,4445.0,Action,"Oct 4, 2013"
209670,Cortex Command,19.99,19.99,0,1500000,6027,0.7176041148166584,4816.0,Action,"Sep 28, 2012"
2400,The Ship: Murder Party,9.99,9.99,0,1500000,5952,0.8581989247311828,7087.0,Action,"Jul 11, 2006"
1930,Two Worlds Epic Edition,14.99,14.99,0,1500000,5688,0.7684599156118144,6063.0,RPG,"Apr 30, 2009"
6880,Just Cause,6.99,6.99,0,1500000,5066,0.6642321358073431,6840.0,Action,"Mar 15, 2007"
55110,Red Faction®: Armageddon™,19.99,19.99,0,1500000,4923,0.7282145033516149,5296.0,Action,"Jun 6, 2011"
12810,Overlord II,9.99,9.99,0,1500000,4772,0.8904023470243084,6009.0,RPG,"Jun 23, 2009"
253900,Knights and Merchants,9.99,9.99,0,1500000,4752,0.8493265993265994,4435.0,Simulation,"Oct 14, 2013"
6850,Hitman 2: Silent Assassin,8.99,0.89,0,1500000,4523,0.8226840592527084,6840.0,Action,"Mar 15, 2007"
17330,Crysis Warhead®,19.99,19.99,0,1500000,3940,0.8591370558375635,6288.0,Action,"Sep 17, 2008"
7760,X-COM: UFO Defense,4.99,4.99,0,1500000,3882,0.9482225656877898,6301.0,Strategy,"Sep 4, 2008"
3900,Sid Meier's Civilization® IV,19.99,19.99,0,1500000,3500,0.9242857142857143,6981.0,Strategy,"Oct 25, 2006"
6920,Deus Ex: Invisible War,6.99,6.99,0,1500000,2392,0.5756688963210702,6826.0,Action,"Mar 29, 2007"
253960,Jack Orlando: Director's Cut,6.99,6.99,0,1500000,666,0.6891891891891891,4445.0,Adventure,"Oct 4, 2013"
253230,A Hat in Time,29.99,29.99,0,750000,52430,0.9782185771504863,2983.0,Adventure,"Oct 5, 2017"
248820,Risk of Rain (2013),9.99,9.99,0,750000,29741,0.9310043374466225,4410.0,Action,"Nov 8, 2013"
221680,Rocksmith® 2014 Edition REMASTERED LEARN & PLAY,9.99,9.99,0,750000,24529,0.8841371437889844,351.0,Casual,"Dec 19, 2024"
2990,FlatOut 2,9.99,1.99,0,750000,20222,0.9603896746118089,6924.0,Racing,"Dec 21, 2006"
212480,Sonic & All-Stars Racing Transformed Collection,19.99,19.99,0,750000,17456,0.9341200733272227,4691.0,Racing,"Jan 31, 2013"
223100,Homefront®: The Revolution,19.99,19.99,0,750000,16695,0.607487271638215,3489.0,Action,"May 17, 2016"
250760,Shovel Knight: Treasure Trove,39.99,39.99,0,750000,16442,0.9565746259579126,4180.0,Action,"Jun 26, 2014"
248390,Craft The World,18.99,18.99,0,750000,16416,0.8846247563352827,4029.0,Indie,"Nov 24, 2014"
45760,Ultra Street Fighter® IV,29.99,29.99,0,750000,16316,0.9030399607746997,4138.0,Action,"Aug 7, 2014"
2600,Vampire: The Masquerade - Bloodlines,19.99,19.99,0,750000,14662,0.945641795116628,6833.0,Action,"Mar 22, 2007"
6020,STAR WARS™ Jedi Knight - Jedi Academy™,9.99,9.99,0,750000,13478,0.9603056833358065,5924.0,Action,"Sep 16, 2009"
221260,Little Inferno,14.99,14.99,0,750000,13264,0.9491103739445115,4764.0,Adventure,"Nov 19, 2012"
12150,Max Payne 2: The Fall of Max Payne,9.99,9.99,0,750000,12993,0.9445085815439083,6545.0,Action,"Jan 4, 2008"
253250,Stonehearth,19.99,19.99,0,750000,12900,0.7538759689922481,2690.0,Indie,"Jul 25, 2018"
211400,Deadlight,14.99,14.99,0,750000,12701,0.7870246437288403,4789.0,Action,"Oct 25, 2012"
48240,Anno 2070™,19.99,4.99,0,750000,12557,0.6046826471290914,5132.0,Strategy,"Nov 17, 2011"
3480,Peggle Deluxe,4.99,4.99,0,750000,12364,0.9750889679715302,6849.0,Casual,"Mar 6, 2007"
49540,Aliens: Colonial Marines Collection,29.99,29.99,0,750000,11838,0.615644534549755,4966.0,Action,"May 1, 2012"
253430,CastleMiner Z,5.99,5.99,0,750000,10999,0.8109828166196927,4323.0,Action,"Feb 3, 2014"
218640,Lucius,9.99,9.99,0,750000,10663,0.8113101378598894,4788.0,Action,"Oct 26, 2012"
252410,SteamWorld Dig,9.99,0.89,0,750000,10231,0.9366630827876063,4383.0,Action,"Dec 5, 2013"
251150,The Legend of Heroes: Trails in the Sky,19.99,19.99,0,750000,10049,0.9387003681958404,4147.0,RPG,"Jul 29, 2014"
248610,Door Kickers,19.99,19.99,0,750000,9916,0.9428196853569988,4064.0,Action,"Oct 20, 2014"
220780,Thomas Was Alone,9.99,9.99,0,750000,9325,0.9370509383378016,4771.0,Indie,"Nov 12, 2012"
48220,Might & Magic: Heroes VI,9.99,2.49,0,750000,9078,0.4780788719982375,5167.0,RPG,"Oct 13, 2011"
16450,F.E.A.R. 2: Project Origin,14.99,2.99,0,750000,8985,0.8498608792431831,6140.0,Action,"Feb 12, 2009"
45740,Dead Rising® 2,19.99,19.99,0,750000,8403,0.7817446150184458,5548.0,Action,"Sep 27, 2010"
12130,Manhunt,9.99,9.99,0,750000,8100,0.7044444444444444,6545.0,Action,"Jan 4, 2008"
49600,Beat Hazard,9.99,2.99,0,750000,7410,0.9465587044534413,5713.0,Action,"Apr 15, 2010"
2870,X Rebirth,29.99,29.99,0,750000,7290,0.4367626886145405,4403.0,Action,"Nov 15, 2013"
2620,Call of Duty® (2003),19.99,19.99,0,750000,7201,0.9457019858353006,6993.0,Action,"Oct 13, 2006"
12360,FlatOut: Ultimate Carnage Collector's Edition,19.99,3.99,0,750000,7129,0.9012484219385608,6310.0,Racing,"Aug 26, 2008"
7520,Two Worlds II HD,24.99,24.99,0,750000,6782,0.6329991153052197,5419.0,RPG,"Feb 3, 2011"
46500,Syberia,12.99,12.99,0,750000,6552,0.8826312576312576,5314.0,Adventure,"May 19, 2011"
40390,Risen 2: Dark Waters,9.99,9.99,0,750000,6501,0.8001845869866174,4971.0,RPG,"Apr 26, 2012"
11450,Overlord™,4.99,4.99,0,750000,6496,0.9356527093596059,6615.0,RPG,"Oct 26, 2007"
253030,Race The Sun,9.99,9.99,0,750000,6321,0.9352950482518588,4379.0,Action,"Dec 9, 2013"
3320,Insaniquarium Deluxe,4.99,4.99,0,750000,6291,0.9688443808615482,7037.0,Casual,"Aug 30, 2006"
249230,Risen 3 - Titan Lords,14.99,14.99,0,750000,6255,0.7440447641886491,4133.0,RPG,"Aug 12, 2014"
214770,Guacamelee! Gold Edition,14.99,14.99,0,750000,5963,0.9312426630890491,4502.0,Action,"Aug 8, 2013"
3330,Zuma Deluxe,4.99,4.99,0,750000,5917,0.9535237451411188,7037.0,Casual,"Aug 30, 2006"
222730,Reus,9.99,9.99,0,750000,5879,0.783296478993026,4586.0,Indie,"May 16, 2013"
15120,Tom Clancy's Rainbow Six® Vegas 2,9.99,2.49,0,750000,5875,0.8481702127659575,6442.0,Action,"Apr 16, 2008"
247020,"Cook, Serve, Delicious!",12.99,3.24,0,750000,5672,0.9446403385049366,4441.0,Action,"Oct 8, 2013"
252870,PULSAR: Lost Colony,19.99,19.99,0,750000,5657,0.8995934240763656,1627.0,Action,"Jun 22, 2021"
7000,Tomb Raider: Legend,6.99,6.99,0,750000,5590,0.874597495527728,6826.0,Action,"Mar 29, 2007"
250340,Blockland,9.99,9.99,0,750000,5534,0.7325623418865197,4372.0,Action,"Dec 16, 2013"
40960,Stronghold 2: Steam Edition,14.99,14.99,0,750000,5461,0.8884819630104377,,Simulation,
248860,NEO Scavenger,14.99,14.99,0,750000,5300,0.8975471698113208,4008.0,Indie,"Dec 15, 2014"
18500,Defense Grid: The Awakening,9.99,9.99,0,750000,5238,0.96200840015273,6206.0,Indie,"Dec 8, 2008"
223830,Xenonauts,24.99,24.99,0,750000,4972,0.8696701528559936,4190.0,Indie,"Jun 16, 2014"
219780,Divinity II: Developer's Cut,19.99,19.99,0,750000,4941,0.8471969236996559,4785.0,RPG,"Oct 29, 2012"
6030,STAR WARS™ Jedi Knight II - Jedi Outcast™,9.99,9.99,0,750000,4799,0.911648260054178,5924.0,Action,"Sep 16, 2009"
13600,Prince of Persia®: The Sands of Time,9.99,1.99,0,750000,4768,0.8571728187919463,6223.0,Action,"Nov 21, 2008"
47400,Stronghold 3 Gold,29.99,29.99,0,750000,4723,0.3266991319076858,4942.0,Simulation,"May 25, 2012"
6900,Hitman: Codename 47,7.99,7.99,0,750000,4648,0.7132099827882961,6840.0,Action,"Mar 15, 2007"
247950,Sacred 3,14.99,14.99,0,750000,4435,0.2696730552423901,4140.0,Action,"Aug 5, 2014"
222750,Wargame: Airland Battle,19.99,19.99,0,750000,4434,0.8723500225529995,4573.0,Indie,"May 29, 2013"
15700,Oddworld: Abe's Oddysee®,2.99,2.99,0,750000,4422,0.8534599728629579,6308.0,Adventure,"Aug 28, 2008"
3020,Call of Juarez,9.99,1.99,0,750000,4219,0.8049300782175871,6602.0,Action,"Nov 8, 2007"
2270,Wolfenstein 3D,4.99,4.99,0,750000,4092,0.9340175953079178,6699.0,Action,"Aug 3, 2007"
15170,Heroes of Might & Magic V,9.99,2.49,0,750000,4045,0.8800988875154512,6415.0,Strategy,"May 13, 2008"
211600,Thief Gold,6.99,6.99,0,750000,3991,0.9240791781508394,4945.0,Action,"May 22, 2012"
3700,Sniper Elite,7.99,7.99,0,750000,3962,0.7599697122665321,5986.0,Action,"Jul 16, 2009"
220860,McPixel,4.99,4.99,0,750000,3930,0.8412213740458016,4819.0,Action,"Sep 25, 2012"
2200,Quake III Arena,14.99,14.99,0,750000,3884,0.9598352214212152,6699.0,Action,"Aug 3, 2007"
6800,Commandos: Behind Enemy Lines,4.99,4.99,0,750000,3864,0.9006211180124224,6840.0,Action,"Mar 15, 2007"
249650,Blackguards,9.99,0.99,0,750000,3793,0.6214078565779066,4335.0,Action,"Jan 22, 2014"
13560,Tom Clancy's Splinter Cell®,9.99,9.99,0,750000,3660,0.8786885245901639,6457.0,Action,"Apr 1, 2008"
214170,Divine Divinity,5.99,5.99,0,750000,3634,0.880022014309301,4901.0,RPG,"Jul 5, 2012"
217920,Alien Rage - Unlimited,19.99,19.99,0,750000,3500,0.6754285714285714,4455.0,Action,"Sep 24, 2013"
218410,Defender's Quest: Valley of the Forgotten (DX edition),14.99,14.99,0,750000,3477,0.9519700891573195,4784.0,Indie,"Oct 30, 2012"
58610,Wargame: European Escalation,9.99,9.99,0,750000,3366,0.779263220439691,5035.0,Indie,"Feb 22, 2012"
247430,Hitman: Contracts,8.99,8.99,0,750000,3339,0.865528601377658,4336.0,Action,"Jan 21, 2014"
7600,Sid Meier's Railroads!,9.99,9.99,0,750000,3329,0.7098227696004806,6790.0,Strategy,"May 4, 2007"
7510,X-Blades,12.99,12.99,0,750000,3193,0.6144691512683996,6063.0,Nudity,"Apr 30, 2009"
215510,Rocketbirds: Hardboiled Chicken,4.99,4.99,0,750000,3141,0.795924864692773,4799.0,Adventure,"Oct 15, 2012"
46510,Syberia II,12.99,12.99,0,750000,2918,0.8608636052090473,5314.0,Adventure,"May 19, 2011"
20530,Red Faction,9.99,9.99,0,750000,2874,0.8615170494084899,5966.0,Action,"Aug 5, 2009"
2820,X3: Terran Conflict,15.99,15.99,0,750000,2818,0.8534421575585521,6259.0,Action,"Oct 16, 2008"
6830,Commandos 2: Men of Courage,4.99,4.99,0,750000,2746,0.8587035688273853,6840.0,Strategy,"Mar 15, 2007"
6980,Thief: Deadly Shadows,8.99,8.99,0,750000,2522,0.8088818398096749,6826.0,Action,"Mar 29, 2007"
